(397.88356147748,977.62484938168)
(420.42081821729,986.90809308873)
(483.6216229939,939.62865562254)
(627.43636580949,552.5966333624)
(602.1330449484,572.8037804639)
(749.03792084662,520.76505672269)
(691.82803394079,583.17334583456)
(708.44752333148,572.42067063387)
(708.0726353289,585.16330288777)
(696.03554908188,598.36812491918)
(518.8402139716,648.16537577247)
(559.55986711968,646.01729922556)
(577.86092488135,636.02903906118)
(571.18660515555,728.05375734719)
(685.21213861937,686.88258862071)
(707.12901387556,665.01836571983)
(646.35425903711,719.69614261607)
(755.4170804049,527.68467026375)
(777.35645425336,526.70776282144)
(794.60345135983,617.76048159681)
(889.80825104835,547.8793809581)
(956.51575456444,508.58559091789)
(996.47776730381,575.38408179459)
(984.21917948044,638.15136602481)
(505.54537145353,832.90467546736)
(580.66974892918,851.3222119684)
(637.1938876138,764.90427152016)
(670.52460695502,761.79285024283)
(711.35238716675,857.42742405153)
(512.20698278174,934.40768032214)
(552.76549237443,925.70207618722)
(770.74368303024,838.43881506586)
(852.50892494782,916.84443893928)
(863.02822115972,961.22898922126)
(844.9099872219,990.59242482558)
(879.12093145033,996.89994466207)
(919.11169116856,891.65760432866)
(950.32621945503,902.13330456248)
(957.1079338254,937.76321936993)
(942.80821671095,964.76004105236)




(169.88193933521,27.905875171025)
(154.21176647777,55.743157437883)
(182.3166995376,33.31309678327)
(186.55742248593,39.739605100704)
(163.87372460676,56.723501846997)
(204.03758369435,1.1709145583077)
(209.06046212374,1.9828699533748)
(193.15241182044,18.674652761628)
(214.88733119,22.269587206314)
(217.95598149018,20.894862970754)
(221.55698007604,30.199398098606)
(208.99558141362,20.941183947931)
(235.11834564531,15.798269899934)
(233.44854374297,2.8846636982098)
(253.65466471187,2.1798016676585)
(244.79149877689,7.0060399714885)
(230.7261247615,22.736655586277)
(233.49376165005,27.260210527228)
(242.81646405105,32.004421677442)
(248.74625712668,22.582785128887)
(205.23891748732,42.341125536869)
(199.05925019461,34.853886502727)
(215.8313633687,39.31416170174)
(218.86467361816,41.702615815542)
(214.42482945063,40.623365907754)
(197.71765017263,61.172130057203)
(193.91187688425,63.465495924682)
(213.41365656695,55.690848435597)
(218.13702076447,54.007691641342)
(222.45154842383,58.097492645074)
(212.49480385124,54.155469463279)
(222.2650385314,59.376230113383)
(233.95503497587,41.22266445133)
(230.94496160557,41.611949324893)
(239.71317679887,42.015149295337)
(249.41248968961,33.274270070379)
(236.10019021719,61.353841423222)
(225.64022469178,51.867022220915)
(224.5368973145,49.813016198023)
(231.36715630971,62.449208873999)
(254.29794535241,59.645268776289)
(245.24939359364,57.138043844205)
(243.97857715421,52.413679885405)
(243.46825788984,59.555714940911)
(244.86109555879,54.657215327796)
(247.34877752669,60.597021579089)
(150.5142956113,70.309023406035)
(150.78970046145,94.571605344103)
(168.78087782431,67.095594152853)
(184.03803664261,76.853311763542)
(191.55297079941,70.307225054273)
(163.39573782887,82.646732711069)
(162.94780293384,83.667461359719)
(154.20220375396,101.66256812153)
(172.68326255664,102.33894460943)
(167.93214560437,101.03672938656)
(173.99548079027,99.665799122148)
(184.19517326131,112.1784632435)
(177.78969504255,113.15803872801)
(177.67076527824,120.05283650665)
(204.22766131034,67.638422027528)
(204.16509004317,76.245053522869)
(217.97379907359,74.763618152013)
(214.19051210358,71.845812500848)
(205.41561398488,94.79291658932)
(207.8219728185,86.749433462391)
(221.74568719265,85.854879449985)
(210.16756305246,93.585226539329)
(216.97969047817,85.706444828634)
(224.99543721508,69.30911976905)
(237.24855141726,68.998628211673)
(237.40367736407,72.295313025031)
(225.85863856173,66.388730904268)
(223.62343820074,77.340859374656)
(243.56748331271,75.6254148421)
(245.27492124693,67.807852693278)
(248.10829995345,73.649819038645)
(250.14538112662,78.762314896454)
(247.36602879379,65.896061540533)
(246.05280445798,77.763173781225)
(239.68897120687,67.220532176653)
(252.86306517798,78.559889820199)
(247.76131570095,78.798370202909)
(244.438778382,73.326631910785)
(237.19411588097,83.426386919537)
(231.88346337661,80.660197808249)
(235.50508308481,91.577503232554)
(227.5968865117,79.563257460745)
(236.4386341178,82.208300061155)
(238.11999585578,87.201797020716)
(233.52343865136,89.535326050378)
(229.71225517882,90.575316736277)
(252.29664695416,86.412461325718)
(249.21106693252,88.393510693867)
(248.42494419982,88.465279574723)
(250.57023946036,82.619868125124)
(247.07234428081,86.269732196475)
(248.43330937737,83.215350814264)
(247.06872605256,79.298864018777)
(254.10505352919,84.105308237069)
(251.46027689495,82.178924743169)
(248.04217072019,84.487711166724)
(241.26166345191,83.711639604863)
(250.51500955201,85.811851750506)
(247.89020577115,80.421029913901)
(251.57849030829,83.332265449377)
(252.4114173499,86.351507014293)
(243.35708483837,93.860603717557)
(249.59728375804,80.961042689607)
(246.56974817001,90.042902228908)
(240.88126666186,87.081681214311)
(248.89081154665,79.736616037198)
(243.58727815542,86.607483768187)
(198.53421830038,102.81248365613)
(195.01491725306,103.64038529091)
(206.1772147986,95.091697962532)
(194.12185957382,110.40548730428)
(217.98385622026,97.288373320032)
(212.74533636158,108.18592012449)
(202.544478616,118.60303495154)
(216.822946323,120.33630095438)
(222.60105478372,112.63159637881)
(211.51428614348,124.4875782777)
(224.57829820671,99.721006474328)
(232.62159935041,99.431506625112)
(239.14053253603,96.260184397111)
(223.84470095432,106.89129033074)
(238.62538534525,102.1238520309)
(227.93426978073,96.212791427138)
(227.38794744079,104.81801608755)
(236.96365227642,98.625287308649)
(243.93553740156,101.9870771775)
(253.04329917535,104.26482200868)
(239.92560565049,99.419680311074)
(250.64931847884,100.47469917893)
(253.38245961134,95.408099702749)
(224.49004610837,124.61860489036)
(228.02895876301,117.26054578845)
(239.12117446313,119.61617888399)
(253.09471732243,125.89334042458)
(249.356622026,112.74556785018)
(244.49419401237,111.42000220456)
(251.72046978759,114.82532262608)
(253.08003453169,116.12113795063)
(248.30317083434,117.41209586775)
(189.28165113241,133.36726964701)
(179.59108980307,129.88428343408)
(178.65660109821,126.6319638177)
(169.91029805965,142.27329469951)
(180.01300675655,147.14059112833)
(192.91737352168,130.30470293402)
(218.48513830895,128.95654052587)
(197.21278400822,153.97208103629)
(203.9267219165,154.55160763746)
(223.53532498169,147.74916493741)
(231.54508788769,134.53496941297)
(239.79279996678,143.55440207038)
(250.18277659229,147.59649969106)
(244.42034841861,150.07848681467)
(212.26309947123,174.84661589509)
(221.7973850471,173.54993215462)
(236.49741417519,167.84324634487)
(249.00702592638,164.416945731)
(253.87814305996,158.27429312434)
(252.50123267318,165.17682579121)
(238.27890330659,182.70734088854)
(248.33157774728,173.41552964245)
(261.15149718158,9.279975431636)
(266.47471823007,21.431585683688)
(274.00375996903,30.473843146336)
(272.64546737291,21.702278285149)
(301.15156662285,20.421563103526)
(299.8606381113,28.487860195566)
(308.75707350055,24.004989759068)
(307.94869454715,22.573477684322)
(303.2616386005,32.370324978777)
(303.75807515753,24.747623186907)
(267.18128702146,39.641158548948)
(265.86708075221,48.003768929748)
(265.76851943916,45.559501684531)
(275.49506924697,36.756267078573)
(273.73514553194,39.895552316166)
(255.96081313442,50.528072837986)
(266.52272832045,56.291155552161)
(276.02849596042,61.612680148153)
(278.41516796984,60.036500809266)
(289.47906421799,38.192773106598)
(287.36351701727,60.021577714487)
(297.97459721797,63.631192556876)
(301.05402887569,58.153038337432)
(291.98203936684,57.319765231721)
(286.2686808972,49.791420502957)
(328.0100528379,22.584067216415)
(359.53931050261,26.200803721883)
(327.4437917459,53.995966455897)
(319.06195489879,56.245502800795)
(338.30358809014,55.27357263317)
(349.79172069337,45.633431912229)
(262.41064589676,78.69230591212)
(263.89614890045,63.783610433239)
(268.06908379498,69.917545960712)
(259.33215902202,65.933928318757)
(274.16720296916,75.675009534077)
(283.72750084462,78.006669680125)
(258.97158544276,80.60015648352)
(256.49275501468,82.680997806918)
(262.74674956489,92.491887334963)
(266.8481433321,80.273556639568)
(265.40725148023,80.468551710466)
(255.50251541776,79.649784165737)
(263.69675180116,88.000293944497)
(259.96200451113,92.74359626311)
(272.11427103873,89.713510996994)
(294.96486746099,77.613390222012)
(291.05975778637,65.47042239619)
(288.4895011771,92.0993340882)
(293.84225841837,93.81689201054)
(292.12104878953,92.450762125408)
(258.44934292904,108.52213326261)
(262.86229145474,98.264756964177)
(264.35253345983,106.44739149299)
(278.42324044249,98.253927146203)
(282.78373558809,96.634181390346)
(280.84521377312,98.264562999022)
(266.0543496297,113.99220728175)
(260.26422466909,120.57283978144)
(257.72106129989,115.11053552577)
(266.18228734573,122.95264066009)
(258.31115207044,114.36530672683)
(256.73901717865,113.04594806817)
(276.62548544194,119.74848609313)
(273.44284250701,113.52673906625)
(274.39487539669,121.01129048737)
(297.64228394937,109.02273525718)
(293.43286541078,95.301704871609)
(302.25821407151,107.26423033013)
(296.09492200198,114.23376501316)
(291.49541749176,125.54874352857)
(324.7893247608,77.584129201055)
(340.49094915413,74.434747123828)
(331.73099033289,83.404074683042)
(370.2521592268,76.08260592403)
(330.14699129767,99.726513780992)
(331.35658246016,106.84787029859)
(331.3668171062,95.417211051293)
(336.21580217277,103.32427958926)
(335.4913330439,94.985752851696)
(336.4398835499,109.22052316424)
(342.6780569347,100.65637954541)
(332.48003989201,123.44544516105)
(256.0792076779,129.17236784993)
(278.89371039574,135.81474259161)
(258.32332923604,142.50489258417)
(305.58814969547,134.09492650958)
(297.55620090969,149.62646153692)
(293.93672084107,146.19767578607)
(288.13396774099,157.25375306991)
(291.59051239658,142.66256765074)
(313.93541390027,152.98369170678)
(312.22421136695,156.43278796199)
(254.83503671961,169.35353439783)
(268.82767417088,176.03885437923)
(293.19255431238,164.32811836541)
(289.29749827846,162.11651349213)
(288.80849063853,171.54688985578)
(292.15211464192,173.02599843267)
(320.71750645187,140.70879186863)
(335.46677423942,131.25440888212)
(325.59447312988,142.70899877265)




(382.15703308916,247.78657691264)
(397.27833108524,250.80917335013)
(420.02802992753,247.47282661846)
(410.97346243587,242.40179275461)
(417.26355423604,244.69139886912)
(443.77584611567,250.53682168132)
(355.08476321124,266.44516484367)
(376.63838162955,251.97165885706)
(370.70567015638,255.25238150463)
(364.51650410076,279.60067793056)
(373.05541843598,268.82104394996)
(328.60863704868,291.42689462492)
(336.70107666994,302.39232778614)
(337.70327164126,311.79783626264)
(355.47630583377,293.62608706189)
(353.06885882144,292.90317436815)
(365.98328507784,295.77411780077)
(372.98447542497,287.83207617972)
(357.32084876314,301.120584535)
(350.00653757528,303.23660398658)
(371.23339676216,312.78546755611)
(324.64445750725,323.72105687005)
(321.27531194513,319.03044224858)
(343.40193347233,317.69565434227)
(350.21937019574,315.5697438822)
(360.90699099047,336.59425714407)
(321.88595847408,356.68190551022)
(342.8488106387,350.2666364183)
(342.4276602978,359.13033565326)
(370.93717423544,355.83067402282)
(377.39885056876,358.51056909538)
(377.6841463976,367.2978543906)
(369.905785636,369.91475591013)
(396.88477365993,261.44223573964)
(408.60167427994,257.52068032302)
(400.28476381036,259.36193099216)
(393.86277150775,276.38703193021)
(393.03387707287,268.2087429409)
(411.77946362448,254.27573252436)
(413.75205820648,262.39343010559)
(421.86403577955,251.47234924951)
(432.81025224822,265.8330501699)
(435.93511727589,265.72236987889)
(416.19631569283,270.3039722621)
(420.74124345963,270.28222912796)
(436.63383031387,281.19539865348)
(432.74459946842,267.93100047295)
(383.83461616134,283.83820185756)
(380.07873200256,295.34350022783)
(410.58469465961,293.19794008657)
(409.00317714876,287.16663903797)
(386.38984074555,300.55570613758)
(388.61902348633,297.88967219828)
(392.04404341944,313.08352737412)
(382.13333560859,304.64460962156)
(385.34718331525,310.41684352952)
(397.40232590744,304.15878066521)
(403.6456639495,310.7146576339)
(421.09933845098,287.45556996318)
(412.30193321793,294.09020251599)
(436.20095561361,294.42731443021)
(420.62596181763,312.7344261523)
(418.71617244078,304.84479741745)
(420.85241939679,308.1935487912)
(428.03463831592,300.38898943383)
(438.390161575,305.16727519788)
(438.9854670451,311.50690129423)
(441.49963087472,310.80837896597)
(468.37446548388,262.70985125225)
(448.5792662192,280.43568812471)
(448.74335551809,274.35035559831)
(460.25484403281,271.900498894)
(478.43364673687,274.76818365965)
(445.46326961204,294.10619604499)
(471.16994117069,284.08836238137)
(468.08133918423,292.62493304705)
(481.83996809965,288.1232618271)
(495.93090827993,300.87775127305)
(497.87748028193,309.95136323429)
(497.73408529057,301.5118688636)
(380.71875993755,323.89823903604)
(389.82330775765,317.67673453301)
(395.77139489808,324.51668242575)
(408.17536587975,325.09381307712)
(400.0983383819,317.48524113627)
(398.931769249,319.92647708018)
(396.64089043748,321.30612377604)
(408.6788942668,321.92884590241)
(409.25170731323,323.66474635418)
(394.42872657414,333.54941802358)
(386.59467792306,342.67260367874)
(395.20536346371,335.50342967292)
(387.50075147091,330.72798517799)
(380.99948716629,331.96604415214)
(398.69628757643,331.7926399609)
(406.35423865512,329.29981351239)
(397.63990141388,338.78421988654)
(402.52642591276,329.80519666374)
(408.69130627331,339.79722393621)
(407.46215285289,340.13070065534)
(418.16652777054,323.02308357787)
(419.69112661513,324.9504614067)
(414.58097535725,325.91106051109)
(425.27901410092,324.08461747043)
(418.16244427262,327.07854164349)
(420.93850876295,322.24304215249)
(423.4516002021,328.06817560832)
(411.09621453988,325.74403757311)
(433.80048184134,318.61275578691)
(428.84162934303,327.60022881608)
(438.76418365946,325.35244679607)
(415.16704418565,340.04152286008)
(417.78594199325,337.96978596829)
(419.58040329142,344.20845404976)
(423.31084317263,337.91923925975)
(412.93215196856,333.81195308539)
(413.05878992428,342.04423274521)
(414.85714876738,340.46028488104)
(416.04053968379,331.84676798798)
(416.59705089619,342.98534340504)
(417.97670761588,338.55343344414)
(413.99098201654,338.84546276082)
(423.54423768564,340.74274031201)
(412.87588429212,340.67264094747)
(423.0325914561,344.64338856686)
(414.41350532622,340.58909169472)
(414.85630258492,340.55066801587)
(417.97830864646,340.08689388218)
(414.96102135999,340.46882580988)
(419.01533009485,335.63346978772)
(423.7988307545,339.34021340373)
(423.10553118638,338.95818874238)
(422.76237482194,342.83686987489)
(417.8520375727,334.14719769179)
(416.39300201712,338.9992517205)
(415.89318506554,333.50121688121)
(415.38158428454,341.10192431654)
(416.95674724363,337.96454175933)
(415.66400696135,334.15219724372)
(417.30240729139,342.67412447775)
(432.73133469733,343.73138767422)
(426.59187405211,341.2244019556)
(428.09855580428,332.6398744777)
(379.7500407038,347.24546319397)
(379.84453428297,349.2987688418)
(390.28816923233,358.06321320825)
(391.90740239383,346.58764541735)
(387.4805983419,352.5178135715)
(408.97185379778,350.76919267595)
(406.47935465606,345.01599828108)
(403.00918176631,347.26857542492)
(396.07230352986,358.80324876905)
(408.91347013317,347.05768160618)
(394.3908809225,373.29286477356)
(409.32838975514,368.08505271007)
(422.80097509585,346.91789945677)
(425.86061989277,349.08398903584)
(424.56286435461,346.7546227033)
(414.53531394551,355.57240340094)
(415.27103612771,358.88868630486)
(417.19439969081,345.10053971042)
(418.66597888976,351.46477903028)
(422.4190058929,352.49071529484)
(416.82474230361,352.99685241468)
(434.07235644994,350.93547209815)
(439.35263468621,357.74050531291)
(432.69104699171,357.64155268885)
(441.04411232846,348.03935197044)
(411.01176342182,371.25680410781)
(423.43559011278,366.81002164204)
(423.17373751298,366.14677372954)
(419.06564877046,367.3144513384)
(418.58231508293,370.84727315504)
(440.77786451475,362.10372785391)
(431.63492725773,363.65444642056)
(427.96161003735,362.98103041341)
(455.17961755869,327.29605862791)
(442.69856969905,328.55834299771)
(448.63164402993,317.73716456617)
(452.75550961297,324.4845074655)
(464.27425662487,328.13892328559)
(445.81151138424,342.01171817538)
(446.62392100674,330.66247360346)
(457.04601375295,332.28998728669)
(448.06729418415,332.18548060403)
(461.87697521778,340.24583710881)
(464.26514664212,329.75081923266)
(459.71829285273,334.14949878172)
(464.03174985062,336.83940987468)
(480.94269124835,326.96761769288)
(491.67316367974,324.78327835946)
(496.55960077306,326.62840186228)
(498.74025743349,314.34712186146)
(500.49770772387,321.46805712277)
(489.01334077866,333.607323041)
(487.47820839401,342.2481302201)
(497.22283303515,341.15926043836)
(452.35631236264,347.32281570757)
(448.64988296742,358.08720698677)
(450.88946463628,356.17490308274)
(458.88143644476,347.48094402602)
(461.68014261158,347.84351556508)
(458.1327858824,358.1329864972)
(462.34908415347,348.2754284182)
(466.13689779497,350.71826230163)
(458.96407749409,345.3899418937)
(462.01498103096,348.73194343817)
(450.83606626132,366.51532662451)
(444.37896518427,373.14595178382)
(464.01378670149,369.57050704936)
(489.48695709486,367.21763176854)
(337.12777750573,390.36841071088)
(361.29777576974,382.94201403574)
(369.19468068573,380.70952498015)
(354.92574834261,403.36727575137)
(350.91040147278,394.44093481006)
(357.64262639202,402.11204949353)
(371.8124324916,405.04574588036)
(358.68330894442,418.07120994482)
(376.9045454687,430.24189134792)
(401.30012563025,379.95957541278)
(405.85876672802,379.1667329884)
(407.67580353174,388.21532474748)
(402.07586290039,379.20114801414)
(407.63418975549,394.14006174129)
(409.9392743455,402.95608359992)
(416.34570330118,390.33955972471)
(414.13582383661,382.99525170261)
(428.18194956667,388.17204585819)
(437.05892489434,384.69811829817)
(417.88757734135,404.21264062133)
(433.45725263257,399.17296961237)
(394.59523898903,417.22417639532)
(389.73215642792,427.34120890142)
(387.40390703893,427.5683259799)
(425.68887592931,422.66979753257)
(423.59723611623,414.74168933916)
(428.96610942155,415.20056902347)
(457.01158104325,387.38259932975)
(458.00174055761,389.25915794413)
(474.3651066792,390.63554442378)
(504.15084134981,378.06617595352)
(486.92845100766,402.81170178475)
(486.67586361835,405.15580060061)
(450.7674475991,410.90314087686)
(452.48192270728,416.49432330602)
(470.38828559145,416.93992065775)
(456.55998064836,426.14794008208)
(444.91128912843,430.41732872064)
(451.45819875666,428.68861063974)
(462.45055651639,423.27194867249)
(415.27055058315,439.3672231363)
(509.74313713505,339.82439934082)
(512.99943707418,346.48815761855)
(522.93863761934,360.19586069891)




(119.86479418905,296.41617675518)
(125.97004435862,294.6417098649)
(110.16713566574,305.79069125643)
(60.840811971035,349.93624084952)
(50.009905501273,372.80042053424)
(60.541422209955,364.4437056307)
(81.78048370163,321.80228600083)
(74.840224810336,325.42045420893)
(70.350443295366,325.69946188)
(90.139471522132,316.87938990811)
(87.085917708038,344.0495525813)
(85.349425944197,342.71021447178)
(117.43129768988,315.44094275517)
(99.904575846114,332.91590719899)
(104.56783536429,342.96193066564)
(123.88630866813,339.10312168817)
(125.06231081675,335.50693933177)
(121.41548372405,337.34631726022)
(123.54942951703,337.05254337287)
(79.043651598526,349.7445570057)
(81.743440107789,349.27768322559)
(84.144382189095,353.36936649371)
(92.235708534827,367.31359380871)
(113.76573489223,355.12252829043)
(110.12966901349,358.37362623931)
(121.28135288101,359.71373059308)
(111.3323480237,365.87487296615)
(109.92421293767,375.71312077051)
(129.02620176413,366.54766073895)
(135.79177669519,296.43507755475)
(152.06895954398,292.43672790585)
(144.04792906206,308.67698892005)
(154.07998761771,312.37016798154)
(146.50936270389,310.2857021593)
(156.74670216616,309.18674162318)
(177.09337037573,284.78391214776)
(162.58209129217,309.11920597363)
(231.85744328557,278.64979813837)
(201.45232695036,309.48589946771)
(224.50264979177,297.51009946433)
(244.35693018667,290.79547507027)
(142.90373705789,316.4348452517)
(139.68305410616,323.58209953298)
(156.9870637143,323.71110987557)
(159.11238593194,344.20748284748)
(152.14886230889,334.86366946244)
(147.09855692047,333.83902366638)
(160.82298442573,333.99921733187)
(154.28466313998,344.67681746496)
(165.65860560893,314.89455004683)
(165.2267486957,336.04168421079)
(161.85600408067,340.40072736209)
(186.97109444391,335.78665109621)
(185.58400476379,340.24190511193)
(182.63074289245,335.04582099013)
(133.90624245392,355.85836923256)
(144.83055335648,357.98988370038)
(130.28715871521,356.3742376279)
(152.07135983001,353.12965219334)
(156.72332545823,353.02773602727)
(136.81221271903,371.98733392497)
(140.72164643403,367.45027541716)
(133.22520647488,374.54417430355)
(134.06885647218,372.47301702968)
(156.74063734558,361.26550564089)
(158.8010841975,363.08908752403)
(155.92200240955,363.45055229657)
(156.32117921921,372.07908251466)
(156.77090720403,368.35551992774)
(173.63014876406,355.93509067825)
(171.23189402289,355.84225336222)
(172.56209709847,353.47840344975)
(173.67558274962,347.47939624101)
(177.90869574012,351.87599055463)
(182.15379612015,374.91672579521)
(177.44288093664,372.54104922132)
(178.16588078447,361.27862915782)
(200.57632365337,322.48908150405)
(208.27772700986,315.77013265703)
(213.11706051236,338.79000658765)
(215.73269240546,341.13179840619)
(198.40920575494,354.61075454699)
(207.47699814685,347.70244497932)
(210.95496934883,346.61603671155)
(222.64251413226,357.59871576941)
(215.03156952655,354.57612774688)
(192.89235994727,367.99341532448)
(215.89614371438,370.73947306012)
(214.48917611804,363.51927773725)
(225.08697161083,344.73503666405)
(238.12687484041,357.0311679328)
(240.88954716217,373.27449953895)
(239.90203659977,370.46817087963)
(51.203629480304,424.74498276633)
(60.954051129033,425.18623073827)
(79.672987808321,379.1144941473)
(96.923531124798,403.13784842758)
(108.63675205951,388.49776411685)
(112.79863322889,387.93904290578)
(104.50822092384,389.45694662466)
(129.05488666988,389.36976096238)
(122.17257746736,386.77283853701)
(126.05238563197,386.86932543519)
(115.48380542942,389.48947692872)
(122.20824922445,386.58558003585)
(117.10749030491,379.39984702105)
(128.71652541948,397.68623587707)
(115.66259673595,398.60325830039)
(79.66514188967,417.78452849611)
(82.824746479199,421.46049900188)
(71.611005522595,413.53849494203)
(89.989257257892,411.80445326995)
(72.324600753526,426.295237668)
(102.68103808103,411.5367533907)
(107.25939599902,416.02175969911)
(123.73766216344,414.2105706852)
(129.5890316314,414.07150344554)
(123.02810612555,410.38726198878)
(124.07634586565,412.93102317114)
(118.45326339847,407.61029450112)
(106.73049272677,435.24487154151)
(112.08166753225,428.76125206508)
(125.04518577598,437.03339954002)
(78.442562983577,453.11274209205)
(97.390056231241,438.58210960942)
(84.087033357046,444.66266382377)
(83.387454942981,446.48298333375)
(80.695504328094,464.54663496117)
(96.489871425782,468.20888409401)
(104.80683145384,439.96297352014)
(99.99300411902,449.67098702754)
(116.2080817638,447.42635246153)
(107.45538140296,462.75175357552)
(113.069361073,461.28729342776)
(100.47897076722,457.51637148835)
(109.53740404851,473.89351741126)
(107.50762336771,473.60835778229)
(129.65291420401,482.38814116055)
(115.83740022957,471.9634880903)
(142.00918778964,382.12386081048)
(143.9824127932,389.2731638743)
(143.66085620674,376.1873207177)
(145.43901815705,384.42693669741)
(135.32141443636,390.22932988183)
(134.67781335287,383.0447562556)
(139.36332330963,389.81891879291)
(138.33410941918,388.27362152947)
(130.58197025097,387.14663545748)
(154.07476508854,384.29230017229)
(157.20380001571,388.06581874195)
(157.91049801508,385.64235786518)
(152.18170404955,390.74759324628)
(148.87384541047,383.46490021491)
(147.77047370736,388.17515198755)
(148.99384682765,380.56282628121)
(156.05625892061,389.61087009991)
(158.45633189541,386.5475024956)
(147.00275476789,391.04098128343)
(145.55269578451,385.69534124792)
(152.64324404935,386.70172658595)
(148.72516568318,387.40157995019)
(139.91826152239,394.38114692289)
(140.15601156426,396.63272918371)
(134.76401737368,406.78278075335)
(130.23786017403,404.83246244203)
(142.91787221698,396.89114563069)
(140.02401867603,391.94344564804)
(141.06055239684,392.33559439161)
(136.33572759216,397.15201185744)
(133.10668235231,393.57587636894)
(145.07045324709,391.94638683691)
(144.33168914231,392.18174545708)
(132.03612816009,403.21519494346)
(148.05306616475,392.96620759692)
(145.75298677839,393.41027189345)
(158.92745510904,404.50964370394)
(151.52142753942,402.23552932275)
(148.34709805173,396.4162387021)
(147.18081857552,393.41559363409)
(145.78480336433,393.06980496509)
(159.51360539604,402.65291184869)
(153.40019529285,393.46727757364)
(150.66466888444,392.75007531827)
(155.15024088796,406.21070083799)
(150.10576305031,401.53423510703)
(152.54430967502,406.49503763835)
(149.38426939835,393.28717562057)
(174.53220389017,391.49945751694)
(163.71415097626,390.59320775121)
(163.93074223256,380.37905893167)
(167.27562522715,381.7673555984)
(165.22514147788,381.22686672035)
(171.51252409048,384.93138296247)
(186.23661080899,381.91956682267)
(178.05062680042,389.7384942522)
(175.92198682852,395.25666550512)
(170.4692026472,395.34393718622)
(173.37772745657,406.89175088792)
(185.77344280238,394.24975531793)
(190.1121628881,403.23558800539)
(178.85991452162,394.55104472607)
(130.5683300265,410.58826564652)
(131.10622979333,419.71709191367)
(133.4104139993,409.52283345234)
(154.87341779604,407.23054931696)
(146.62271459662,409.0422143019)
